,genre_ids
7026,"['Animation', 'Comedy', 'Adventure']"
7027,"['Comedy', 'Crime']"
7028,"['Science Fiction', 'Thriller', 'Mystery', 'Horror']"
7029,['Drama']
7030,['Comedy']
7031,"['Music', 'Drama']"
7032,"['Action', 'Adventure', 'Fantasy']"
7033,"['Documentary', 'History', 'Music']"
7034,"['Crime', 'Drama']"
7035,"['Animation', 'Drama', 'Horror', 'Romance']"
7036,"['Mystery', 'Thriller', 'Action']"
7037,"['Animation', 'Science Fiction', 'Action']"
7038,"['Drama', 'Thriller']"
7039,"['Animation', 'Action', 'Adventure', 'Science Fiction']"
7040,"['Romance', 'Drama', 'Action']"
7041,"['Animation', 'Comedy', 'Drama']"
7042,"['Drama', 'Crime']"
7043,"['Adventure', 'Crime', 'Drama', 'Thriller']"
7044,['Drama']
7045,"['Comedy', 'Fantasy']"
7046,['Comedy']
7047,"['Crime', 'Drama']"
7048,"['Drama', 'Crime']"
7049,"['Drama', 'History']"
7050,"['Animation', 'Family']"
7051,"['Adventure', 'Animation', 'Family', 'Comedy', 'Fantasy']"
7052,"['War', 'Action', 'Drama']"
7053,"['Comedy', 'Drama']"
7054,"['Animation', 'Science Fiction', 'Adventure', 'Drama']"
7055,"['Horror', 'Thriller']"
7056,"['Drama', 'Thriller', 'Mystery']"
7057,"['Crime', 'Drama', 'Mystery', 'Thriller']"
7058,"['Comedy', 'Horror']"
7059,"['Music', 'Drama', 'History']"
7060,"['Drama', 'Horror', 'Mystery', 'Thriller']"
7061,"['Crime', 'Drama', 'Mystery']"
7062,"['Drama', 'Romance']"
7063,"['Comedy', 'Science Fiction', 'Horror']"
7064,"['Family', 'Animation']"
7065,['Comedy']
7066,['Drama']
7067,"['Drama', 'Horror', 'Science Fiction']"
7068,"['Thriller', 'Horror', 'Comedy']"
7069,"['Drama', 'Horror', 'Thriller']"
7070,"['Adventure', 'Drama', 'History']"
7071,"['Comedy', 'Drama']"
7072,"['Thriller', 'Horror']"
7073,"['Drama', 'Romance', 'War']"
7074,"['Action', 'Comedy', 'Crime']"
7075,"['Drama', 'Science Fiction', 'Mystery']"
7076,['Horror']
7077,"['Action', 'Crime']"
7078,"['Comedy', 'Drama', 'Romance']"
7079,"['Horror', 'Mystery', 'Thriller']"
7080,"['Comedy', 'Drama', 'Romance']"
7081,"['Action', 'Thriller', 'Adventure', 'Crime']"
7082,"['Action', 'Comedy', 'Crime']"
7083,"['Action', 'Drama', 'Thriller']"
7084,"['Drama', 'Comedy', 'Romance']"
7085,['Comedy']
7086,"['Drama', 'War']"
7087,"['Comedy', 'Drama']"
7088,"['Animation', 'Action', 'Fantasy']"
7089,"['Crime', 'Drama', 'Music']"
7090,"['Drama', 'War', 'History']"
7091,"['Drama', 'Horror', 'Thriller']"
7092,"['Drama', 'History']"
7093,['Comedy']
7094,"['Drama', 'Music']"
7095,"['Comedy', 'Drama']"
7096,"['Comedy', 'Crime', 'Family']"
7097,"['Drama', 'Romance']"
7098,"['Drama', 'Western']"
7099,"['Drama', 'Crime']"
7100,"['Fantasy', 'Drama']"
7101,['Comedy']
7102,"['Animation', 'Drama', 'Romance']"
7103,"['Thriller', 'Comedy', 'Mystery', 'Action']"
7104,"['Action', 'Science Fiction', 'Thriller', 'Crime']"
7105,"['Horror', 'Fantasy', 'Animation', 'Family']"
7106,"['Action', 'Crime', 'Thriller']"
7107,"['Drama', 'Romance']"
7108,"['Action', 'Horror', 'Science Fiction']"
7109,"['Drama', 'Adventure', 'Romance']"
7110,"['Comedy', 'Family', 'Animation', 'Adventure']"
7111,"['Family', 'Fantasy', 'Drama']"
7112,"['Drama', 'Comedy']"
7113,"['Romance', 'Comedy']"
7114,"['Drama', 'Action', 'Crime']"
7115,['Action']
7116,"['Comedy', 'Fantasy', 'Science Fiction']"
7117,"['Action', 'Crime', 'Drama']"
7118,"['Fantasy', 'Adventure', 'Comedy']"
7119,"['Drama', 'History']"
7120,['Action']
7121,"['Action', 'Thriller']"
7122,"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance']"
7123,"['Action', 'Thriller']"
7124,"['Comedy', 'Romance']"
7125,"['Animation', 'Fantasy', 'Family', 'Adventure', 'Comedy', 'TV Movie']"
7126,"['Fantasy', 'Comedy', 'Family', 'Adventure']"
7127,"['Comedy', 'Drama']"
7128,"['Family', 'TV Movie', 'Comedy']"
7129,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
7130,"['Animation', 'Drama', 'Science Fiction']"
7131,"['Horror', 'Thriller']"
7132,"['Drama', 'Horror', 'Mystery', 'Thriller']"
7133,"['Horror', 'Science Fiction']"
7134,['Horror']
7135,"['Horror', 'Fantasy', 'Thriller', 'Drama']"
7136,"['Comedy', 'War']"
7137,"['Action', 'Adventure', 'Fantasy', 'War']"
7138,"['Action', 'Drama', 'Thriller']"
7139,"['Fantasy', 'Science Fiction', 'Drama']"
7140,"['Adventure', 'Fantasy', 'Drama']"
7141,"['Drama', 'History', 'War']"
7142,"['Horror', 'Thriller']"
7143,"['Action', 'Drama', 'Thriller']"
7144,"['Action', 'Science Fiction', 'Thriller', 'Horror']"
7145,"['Action', 'Comedy', 'Crime', 'Adventure']"
7146,"['Action', 'Thriller', 'Crime']"
7147,"['Science Fiction', 'Thriller', 'Horror', 'Mystery']"
7148,"['Crime', 'Drama']"
7149,['Western']
7150,"['Fantasy', 'Horror']"
7151,"['Thriller', 'Crime', 'Horror', 'Mystery']"
7152,['Thriller']
7153,"['Science Fiction', 'Drama']"
7154,"['Comedy', 'Family']"
7155,"['Horror', 'Thriller']"
7156,"['Action', 'Drama']"
7157,"['Drama', 'Romance']"
7158,"['Adventure', 'Action', 'Animation']"
7159,"['Drama', 'History']"
7160,"['Drama', 'History']"
7161,"['Horror', 'Mystery', 'Thriller']"
7162,"['Action', 'Adventure', 'Animation', 'Science Fiction']"
7163,"['Animation', 'Comedy', 'Fantasy', 'Horror']"
7164,['Comedy']
7165,"['Family', 'Adventure', 'Drama']"
7166,['Drama']
7167,"['Western', 'Drama', 'History', 'TV Movie']"
7168,['Comedy']
7169,"['Mystery', 'Romance', 'Thriller']"
7170,"['Comedy', 'Drama', 'Thriller']"
7171,"['Action', 'Comedy', 'Fantasy']"
7172,"['Thriller', 'Adventure', 'Fantasy', 'Science Fiction', 'Romance']"
7173,"['Horror', 'Crime', 'Drama', 'Thriller']"
7174,"['TV Movie', 'Family', 'Fantasy', 'Music', 'Romance']"
7175,"['Mystery', 'Crime', 'Drama', 'Thriller']"
7176,"['Drama', 'Romance', 'TV Movie']"
7177,"['Animation', 'Crime', 'Thriller']"
7178,"['Comedy', 'Action']"
7179,"['Thriller', 'Crime', 'Drama', 'Mystery']"
7180,"['Romance', 'Drama']"
7181,['Drama']
7182,"['Science Fiction', 'Action', 'Adventure']"
7183,['Thriller']
7184,"['Crime', 'Thriller', 'Mystery']"
7185,"['Horror', 'Comedy', 'Thriller']"
7186,['Drama']
7187,"['Crime', 'Drama', 'Mystery', 'Thriller']"
7188,"['Horror', 'Comedy']"
7189,"['Action', 'Crime', 'Drama']"
7190,"['Animation', 'Family', 'Comedy', 'Science Fiction', 'Adventure']"
7191,"['Mystery', 'Thriller', 'Drama', 'Romance']"
7192,['Drama']
7193,"['Documentary', 'Animation']"
7194,"['Action', 'Adventure', 'Family', 'Science Fiction']"
7195,"['Comedy', 'Drama']"
7196,['Drama']
7197,"['Crime', 'Drama']"
7198,['Thriller']
7199,['Horror']
7200,"['Action', 'Crime', 'Thriller']"
7201,"['Action', 'Crime']"
7202,"['Action', 'Thriller', 'Horror']"
7203,"['Romance', 'Comedy', 'Drama']"
7204,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']"
7205,"['Action', 'Animation', 'Fantasy', 'Drama']"
7206,"['Comedy', 'Drama', 'Romance']"
7207,"['Thriller', 'Drama']"
7208,"['Animation', 'Action', 'Science Fiction']"
7209,"['History', 'Drama', 'Thriller']"
7210,"['Animation', 'Horror']"
7211,"['Drama', 'Music']"
7212,"['Comedy', 'Fantasy', 'Romance']"
7213,"['Drama', 'Adventure', 'History']"
7214,"['Comedy', 'Drama']"
7215,"['Drama', 'History', 'Romance']"
7216,['Documentary']
7217,"['Crime', 'Romance', 'Thriller']"
7218,"['Romance', 'Comedy']"
7219,"['Crime', 'Mystery', 'Horror']"
7220,"['Action', 'Western', 'Thriller', 'Crime', 'Mystery']"
7221,"['Comedy', 'Romance']"
7222,"['Crime', 'Drama', 'Romance']"
7223,"['Drama', 'Science Fiction']"
7224,"['Horror', 'Thriller']"
7225,"['Drama', 'Family']"
7226,"['Action', 'Adventure', 'Thriller']"
7227,"['Drama', 'Romance', 'Comedy']"
7228,"['Comedy', 'Music']"
7229,"['Drama', 'Romance']"
7230,"['Thriller', 'Mystery']"
7231,"['Fantasy', 'Comedy']"
7232,"['Drama', 'Romance']"
7233,"['Comedy', 'Drama']"
7234,"['Comedy', 'Drama']"
7235,"['Drama', 'Romance', 'Thriller']"
7236,"['Family', 'Fantasy', 'Drama', 'Adventure']"
7237,"['Drama', 'Comedy', 'Romance']"
7238,['Horror']
7239,"['Comedy', 'Drama']"
7240,"['Action', 'Thriller']"
7241,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
7242,"['Animation', 'Mystery', 'Action', 'Crime']"
7243,"['Horror', 'Thriller']"
7244,"['Animation', 'Science Fiction', 'Action', 'Family', 'Adventure']"
7245,"['Horror', 'Science Fiction']"
7246,"['Fantasy', 'Drama', 'Thriller']"
7247,"['Adventure', 'Thriller', 'Horror']"
7248,"['Animation', 'Action', 'Comedy']"
7249,"['TV Movie', 'Drama']"
7250,"['Drama', 'Thriller']"
7251,"['Action', 'Horror', 'Thriller', 'TV Movie']"
7252,"['Romance', 'Science Fiction']"
7253,"['Comedy', 'Romance', 'Drama']"
7254,"['Action', 'Thriller', 'Drama']"
7255,"['Action', 'Horror']"
7256,"['Fantasy', 'Horror', 'Comedy']"
7257,"['Comedy', 'Horror']"
7258,"['Action', 'Thriller', 'Drama']"
7259,['Drama']
7260,['Science Fiction']
7261,"['Drama', 'Animation', 'Romance', 'War', 'History']"
7262,['Drama']
7263,"['Drama', 'Science Fiction']"
7264,"['Comedy', 'Drama']"
7265,"['Drama', 'Action']"
7266,"['Crime', 'Thriller']"
7267,"['Science Fiction', 'Action', 'Crime', 'Drama']"
7268,"['Music', 'Drama', 'History']"
7269,['Thriller']
7270,"['Drama', 'Romance', 'Comedy']"
7271,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
7272,"['Fantasy', 'Action']"
7273,"['Romance', 'Drama', 'Comedy']"
7274,"['Family', 'Fantasy', 'Adventure', 'Comedy']"
7275,['Drama']
7276,"['Drama', 'History']"
7277,['']
7278,"['Action', 'Thriller', 'Adventure', 'War']"
7279,"['Crime', 'Action', 'Thriller', 'Mystery']"
7280,['Drama']
7281,"['Romance', 'Drama', 'Thriller', 'Crime']"
7282,['Comedy']
7283,"['Fantasy', 'Science Fiction']"
7284,['Comedy']
7285,"['Action', 'Animation', 'Fantasy', 'Drama']"
7286,"['Horror', 'Thriller']"
7287,"['Action', 'Crime', 'Thriller', 'Adventure']"
7288,['Drama']
7289,['Horror']
7290,"['Crime', 'Drama', 'Comedy']"
7291,"['Drama', 'Action', 'Thriller']"
7292,"['War', 'Action', 'Drama']"
7293,"['Action', 'Adventure', 'Comedy', 'Western']"
7294,"['Comedy', 'Fantasy']"
7295,"['Family', 'Drama']"
7296,"['Action', 'Horror', 'Fantasy']"
7297,"['Drama', 'History']"
7298,"['Crime', 'Mystery', 'Thriller', 'TV Movie']"
7299,"['Horror', 'Thriller']"
7300,"['Horror', 'Thriller']"
7301,"['Comedy', 'Drama']"
7302,"['Drama', 'Music']"
7303,['Drama']
7304,"['Action', 'Thriller']"
7305,"['Comedy', 'Drama', 'Romance']"
7306,"['Adventure', 'Comedy', 'Drama']"
7307,"['Science Fiction', 'Action']"
7308,"['Action', 'Adventure']"
7309,"['Thriller', 'Crime', 'Drama', 'Action']"
7310,"['Romance', 'Drama', 'War']"
7311,"['Action', 'Drama', 'Romance', 'Family', 'TV Movie']"
7312,"['Action', 'Comedy']"
7313,"['Fantasy', 'Drama']"
7314,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'TV Movie']"
7315,"['Animation', 'Drama', 'Mystery', 'Fantasy']"
7316,"['Comedy', 'Fantasy', 'Romance']"
7317,"['Adventure', 'Science Fiction', 'Action']"
7318,"['Drama', 'Music']"
7319,['Documentary']
7320,"['Drama', 'Music']"
7321,['Documentary']
7322,"['Animation', 'Adventure', 'Family', 'Comedy', 'TV Movie']"
7323,"['Drama', 'Comedy', 'Crime']"
7324,"['Drama', 'Comedy']"
7325,"['Animation', 'Comedy', 'Family', 'Fantasy']"
7326,"['Action', 'Crime', 'Thriller']"
7327,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Action']"
7328,"['Fantasy', 'Drama', 'Romance']"
7329,['Action']
7330,['Drama']
7331,['Comedy']
7332,"['Drama', 'History']"
7333,"['Music', 'Drama']"
7334,"['Horror', 'Comedy']"
7335,"['Drama', 'Romance', 'TV Movie']"
7336,['Drama']
7337,"['Horror', 'Mystery']"
7338,"['Horror', 'Science Fiction']"
7339,"['Family', 'Drama']"
7340,"['Animation', 'Family', 'Western', 'Adventure', 'Comedy']"
7341,"['Action', 'Thriller', 'Romance']"
7342,"['Crime', 'Drama', 'Thriller']"
7343,"['Drama', 'Romance']"
7344,['Comedy']
7345,"['Comedy', 'Drama', 'Romance']"
7346,"['Science Fiction', 'Thriller', 'Horror']"
7347,"['Comedy', 'Horror']"
7348,"['Comedy', 'Western']"
7349,"['Animation', 'Comedy', 'Family']"
7350,"['Drama', 'History']"
7351,"['Action', 'Crime', 'Thriller']"
7352,"['Comedy', 'Romance']"
7353,"['Horror', 'Crime']"
7354,['Comedy']
7355,"['Drama', 'Crime']"
7356,"['Drama', 'History', 'War']"
7357,"['Comedy', 'Romance']"
7358,"['Family', 'Comedy', 'Action']"
7359,"['Horror', 'Drama', 'Mystery', 'Science Fiction']"
7360,"['Crime', 'Thriller']"
7361,"['Romance', 'Family', 'Comedy', 'TV Movie']"
7362,"['Action', 'Adventure', 'Crime', 'Thriller']"
7363,"['Drama', 'Crime', 'Thriller', 'Mystery']"
7364,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']"
7365,['Comedy']
7366,"['Horror', 'Fantasy']"
7367,"['Action', 'Thriller', 'Crime', 'Mystery']"
7368,"['Comedy', 'Romance']"
7369,"['Comedy', 'Science Fiction']"
7370,"['Comedy', 'Adventure', 'Drama', 'Family']"
7371,"['Comedy', 'Romance', 'Drama']"
7372,"['Comedy', 'Crime']"
7373,['Drama']
7374,['Comedy']
7375,"['Drama', 'Crime', 'Thriller']"
7376,"['Family', 'Science Fiction', 'Comedy', 'Adventure']"
7377,['Drama']
7378,"['Music', 'Comedy', 'Drama', 'Romance', 'Family', 'TV Movie']"
7379,"['Drama', 'Romance']"
7380,"['Action', 'Thriller', 'Crime']"
7381,['Drama']
7382,"['Action', 'Drama', 'Thriller']"
7383,['Comedy']
7384,"['Comedy', 'Crime', 'Drama']"
7385,"['Family', 'Comedy', 'Fantasy', 'Animation']"
7386,"['Action', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']"
7387,"['Drama', 'Mystery']"
7388,"['Comedy', 'Drama']"
7389,"['Family', 'Adventure', 'Comedy']"
7390,"['Action', 'Drama']"
7391,"['Animation', 'Drama', 'Comedy']"
7392,"['Drama', 'Mystery']"
7393,"['Drama', 'Action', 'Crime', 'Thriller']"
7394,['Action']
7395,"['Animation', 'Fantasy', 'Family', 'Action', 'Adventure']"
7396,"['Comedy', 'Horror', 'Fantasy']"
7397,"['Drama', 'Comedy']"
7398,['Comedy']
7399,"['Science Fiction', 'Thriller', 'Comedy']"
7400,"['Drama', 'Science Fiction']"
7401,['Drama']
7402,"['Drama', 'Crime']"
7403,['Crime']
7404,"['Drama', 'Crime']"
7405,"['Drama', 'Fantasy']"
7406,['Comedy']
7407,['Thriller']
7408,"['Action', 'Fantasy']"
7409,"['Comedy', 'Drama', 'Romance']"
7410,"['Romance', 'Mystery', 'Thriller']"
7411,"['Comedy', 'Drama']"
7412,"['Drama', 'Comedy', 'Family']"
7413,['Drama']
7414,"['Mystery', 'Horror']"
7415,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Science Fiction']"
7416,"['Drama', 'Romance']"
7417,"['Comedy', 'Romance']"
7418,"['Action', 'Thriller']"
7419,"['Action', 'Drama', 'Crime']"
7420,"['Music', 'Romance', 'Comedy']"
7421,"['Drama', 'Romance']"
7422,['Drama']
7423,"['Drama', 'Romance', 'War', 'Music']"
7424,"['Drama', 'Romance']"
7425,"['Thriller', 'Drama']"
7426,['Drama']
7427,"['Horror', 'Drama']"
7428,"['Comedy', 'Drama', 'Romance']"
7429,"['Comedy', 'Romance']"
7430,"['Drama', 'History']"
7431,"['Drama', 'Family']"
7432,"['Music', 'Comedy', 'Romance']"
7433,"['Comedy', 'Family', 'Fantasy']"
7434,"['Science Fiction', 'Thriller']"
7435,"['Crime', 'Drama']"
7436,"['Thriller', 'Mystery', 'Drama']"
7437,"['Drama', 'Romance', 'Western']"
7438,"['Adventure', 'Action', 'Thriller']"
7439,"['Drama', 'Thriller']"
7440,"['Adventure', 'Action', 'Thriller']"
7441,"['Drama', 'Thriller']"
7442,"['Action', 'Drama', 'Thriller', 'War']"
7443,"['Drama', 'Comedy']"
7444,"['Drama', 'Romance']"
7445,"['Action', 'Fantasy']"
7446,"['Drama', 'Romance']"
7447,['Documentary']
7448,"['Comedy', 'Drama']"
7449,"['Adventure', 'Fantasy', 'Romance']"
7450,"['Crime', 'Drama', 'Mystery']"
7451,"['TV Movie', 'Comedy', 'Family', 'Horror']"
7452,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']"
7453,"['Action', 'Adventure', 'Thriller']"
7454,"['Drama', 'Action']"
7455,"['Animation', 'Family', 'Comedy', 'Science Fiction']"
7456,"['History', 'Drama']"
7457,"['Crime', 'Drama']"
7458,"['Mystery', 'Crime', 'Thriller']"
7459,['Science Fiction']
7460,"['TV Movie', 'Horror', 'Thriller']"
7461,"['War', 'History', 'Action']"
7462,"['Drama', 'Romance']"
7463,"['Animation', 'Science Fiction', 'Action']"
7464,['Drama']
7465,"['Action', 'Thriller']"
7466,"['Action', 'Crime']"
7467,"['Fantasy', 'Horror', 'Mystery']"
7468,"['Horror', 'Action', 'Comedy']"
7469,"['Drama', 'History']"
7470,"['Family', 'Fantasy']"
7471,"['Action', 'Thriller', 'Crime']"
7472,"['Science Fiction', 'Action']"
7473,"['Drama', 'Mystery']"
7474,"['Drama', 'Romance']"
7475,['Comedy']
7476,"['Romance', 'Comedy']"
7477,"['Family', 'Adventure', 'Comedy']"
7478,"['Drama', 'Science Fiction']"
7479,"['Thriller', 'Action']"
7480,"['Comedy', 'Crime']"
7481,['Drama']
7482,"['Animation', 'Drama', 'Romance', 'Comedy']"
7483,['Drama']
7484,"['Adventure', 'Fantasy']"
7485,"['Thriller', 'Drama']"
7486,"['Family', 'Drama']"
7487,"['Animation', 'Action', 'Adventure', 'Family', 'Comedy']"
7488,['Drama']
7489,"['Family', 'Fantasy', 'Adventure']"
7490,"['Animation', 'Fantasy', 'Action', 'Adventure']"
7491,"['Comedy', 'Romance']"
7492,"['Action', 'Comedy', 'Thriller']"
7493,['Romance']
7494,['Thriller']
7495,"['Comedy', 'Drama']"
7496,"['Action', 'Drama', 'Crime']"
7497,['Drama']
7498,"['Drama', 'Romance']"
7499,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']"
7500,"['Thriller', 'Action', 'Drama']"
7501,"['Science Fiction', 'Fantasy', 'Horror', 'Adventure']"
7502,"['Documentary', 'Music']"
7503,['Drama']
7504,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family', 'Horror']"
7505,['Horror']
7506,"['Action', 'Crime', 'Comedy', 'Thriller']"
7507,['']
7508,"['Romance', 'Drama', 'Comedy']"
7509,"['Action', 'Drama', 'Thriller']"
7510,"['Science Fiction', 'Romance', 'Drama']"
7511,"['Comedy', 'Romance']"
7512,"['Comedy', 'Drama']"
7513,"['Romance', 'Drama']"
7514,"['Drama', 'Romance']"
7515,"['Action', 'Drama']"
7516,"['Drama', 'Romance']"
7517,"['Horror', 'Mystery', 'Thriller']"
7518,"['Crime', 'Drama', 'Thriller']"
7519,['Comedy']
7520,"['Drama', 'Thriller']"
7521,"['Adventure', 'Action', 'Fantasy']"
7522,"['Thriller', 'Action', 'Mystery']"
7523,"['Thriller', 'Crime', 'Drama']"
7524,['Action']
7525,"['Horror', 'Thriller', 'Fantasy', 'Mystery']"
7526,"['Thriller', 'Drama']"
7527,"['Action', 'Thriller']"
7528,['Drama']
7529,"['Action', 'Comedy', 'Crime']"
7530,"['Mystery', 'Science Fiction', 'Thriller']"
7531,"['Crime', 'Drama', 'Thriller']"
7532,['Comedy']
7533,"['Romance', 'Comedy', 'Drama']"
7534,"['Comedy', 'Family', 'Adventure']"
7535,['Comedy']
7536,"['Crime', 'Thriller', 'Mystery']"
7537,"['Music', 'Comedy', 'Romance']"
7538,"['Romance', 'Comedy', 'Music']"
7539,['Music']
7540,"['Comedy', 'Drama', 'Romance']"
7541,"['Family', 'Animation', 'Comedy', 'Adventure']"
7542,"['Crime', 'Action']"
7543,"['Action', 'Animation', 'Science Fiction']"
7544,"['War', 'Drama']"
7545,"['Romance', 'Drama', 'Music']"
7546,"['Action', 'Crime', 'Thriller']"
7547,"['Drama', 'Adventure']"
7548,['Drama']
7549,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
7550,"['Family', 'Comedy']"
7551,"['Drama', 'Mystery', 'Crime']"
7552,['Drama']
7553,"['Drama', 'Western']"
7554,"['Comedy', 'Family']"
7555,"['Horror', 'Action', 'Science Fiction']"
7556,['Science Fiction']
7557,"['War', 'Romance', 'Drama']"
7558,"['Drama', 'Crime', 'History']"
7559,['Drama']
7560,"['Drama', 'History', 'Horror']"
7561,"['Crime', 'Drama']"
7562,"['Comedy', 'Drama']"
7563,['Romance']
7564,"['Action', 'Comedy']"
7565,"['Family', 'Animation']"
7566,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
7567,"['Action', 'Drama']"
7568,"['Drama', 'Romance', 'Thriller']"
7569,"['Action', 'Adventure', 'Comedy']"
7570,"['Crime', 'Thriller']"
7571,"['Romance', 'Comedy', 'Drama']"
7572,"['Adventure', 'Action', 'Comedy', 'Thriller']"
7573,"['Romance', 'War', 'Drama']"
7574,['Drama']
7575,"['Animation', 'Adventure']"
7576,['Drama']
7577,"['Animation', 'Adventure', 'Family']"
7578,"['Comedy', 'Drama', 'Music']"
7579,['Comedy']
7580,"['Drama', 'Crime', 'Thriller', 'Comedy']"
7581,"['Thriller', 'Mystery']"
7582,"['Drama', 'Science Fiction', 'Mystery']"
7583,"['Mystery', 'Thriller', 'Action', 'Crime', 'Drama']"
7584,"['Thriller', 'Horror']"
7585,['Comedy']
7586,"['Adventure', 'Horror', 'Thriller']"
7587,"['Animation', 'Comedy', 'Mystery', 'Family', 'Fantasy']"
7588,"['Drama', 'History']"
7589,"['Horror', 'Thriller']"
7590,"['Music', 'Romance', 'Comedy', 'Adventure']"
7591,"['Thriller', 'Action', 'Adventure', 'Crime']"
7592,"['Comedy', 'Horror']"
7593,['Western']
7594,['Drama']
7595,"['Comedy', 'Music']"
7596,"['War', 'Drama']"
7597,['Drama']
7598,"['Thriller', 'Drama', 'Crime']"
7599,"['Animation', 'Fantasy', 'Adventure']"
7600,"['Animation', 'Fantasy', 'Adventure']"
7601,"['Romance', 'Drama']"
7602,['Comedy']
7603,"['Action', 'Crime']"
7604,"['Thriller', 'Horror']"
7605,['Drama']
7606,"['Crime', 'Drama']"
7607,"['Action', 'War', 'Adventure']"
7608,"['Comedy', 'Music', 'Romance', 'Western']"
7609,"['Drama', 'Mystery', 'Thriller']"
7610,['Comedy']
7611,"['Mystery', 'Drama', 'Crime', 'Thriller']"
7612,"['Drama', 'Romance', 'Comedy']"
7613,"['Science Fiction', 'Action', 'Adventure']"
7614,"['Horror', 'Action', 'Thriller']"
7615,"['Family', 'Comedy']"
7616,"['Science Fiction', 'Drama', 'Thriller', 'Horror']"
7617,"['Drama', 'History', 'Thriller', 'Action']"
7618,"['Adventure', 'Animation', 'Family', 'Comedy', 'Mystery', 'Science Fiction']"
7619,"['Horror', 'Comedy']"
7620,"['Action', 'Adventure', 'Fantasy']"
7621,"['Drama', 'History', 'Horror']"
7622,"['Drama', 'Romance']"
7623,"['Drama', 'Thriller', 'Crime']"
7624,"['Crime', 'Comedy']"
7625,"['Action', 'Adventure', 'Science Fiction']"
7626,"['Crime', 'Action', 'Horror']"
7627,"['Drama', 'Horror', 'Thriller']"
7628,"['Horror', 'Thriller']"
7629,"['Animation', 'Drama', 'Fantasy', 'Adventure']"
7630,"['Romance', 'Drama', 'Fantasy']"
7631,"['Adventure', 'Fantasy', 'Romance']"
7632,"['Adventure', 'Comedy', 'Drama']"
7633,"['Drama', 'Thriller']"
7634,"['Action', 'Drama', 'History', 'Thriller']"
7635,"['Adventure', 'Action', 'History', 'Romance']"
7636,"['Action', 'Crime', 'Thriller']"
7637,"['Drama', 'History']"
7638,['Drama']
7639,"['Crime', 'Drama']"
7640,"['Crime', 'Drama']"
7641,['Romance']
7642,"['Drama', 'Romance', 'War', 'Crime', 'History']"
7643,['Drama']
7644,"['Thriller', 'Drama', 'History']"
7645,"['Adventure', 'War']"
7646,"['Horror', 'Drama']"
7647,"['Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action']"
7648,"['Drama', 'Romance']"
7649,"['Horror', 'Science Fiction', 'Thriller']"
7650,"['Comedy', 'Drama', 'Romance']"
7651,"['Action', 'Thriller']"
7652,"['History', 'Drama', 'Action']"
7653,"['Thriller', 'Drama', 'Crime']"
7654,"['Romance', 'Comedy', 'Drama']"
7655,['Comedy']
7656,"['Action', 'Drama', 'War']"
7657,"['Horror', 'Comedy']"
7658,"['Action', 'Thriller', 'Crime']"
7659,"['Crime', 'Drama', 'Romance']"
7660,"['Comedy', 'Documentary']"
7661,"['Horror', 'Mystery']"
7662,"['Comedy', 'Crime', 'Romance']"
7663,"['Crime', 'Thriller']"
7664,"['Comedy', 'Romance']"
7665,['Animation']
7666,"['Romance', 'Drama', 'Fantasy']"
7667,"['Horror', 'Thriller', 'Adventure']"
7668,"['Drama', 'Comedy']"
7669,['Comedy']
7670,"['Fantasy', 'Animation']"
7671,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Drama']"
7672,"['Adventure', 'Drama']"
7673,"['Drama', 'Romance']"
7674,"['Adventure', 'Family', 'Fantasy']"
7675,"['War', 'Comedy']"
7676,"['Fantasy', 'Horror']"
7677,['Drama']
7678,"['Drama', 'Crime', 'Western']"
7679,"['Drama', 'Fantasy']"
7680,"['Science Fiction', 'Thriller', 'Horror', 'Mystery', 'Drama']"
7681,"['Animation', 'Adventure', 'Family']"
7682,"['Animation', 'Drama', 'Fantasy', 'Family']"
7683,['Romance']
7684,"['Thriller', 'Action']"
7685,"['Music', 'Drama', 'Romance']"
7686,"['Action', 'Thriller', 'Adventure', 'Crime']"
7687,"['Action', 'Drama', 'Thriller']"
7688,"['Drama', 'Comedy', 'Romance']"
7689,['Comedy']
7690,"['Animation', 'Science Fiction', 'Action', 'Drama']"
7691,"['Animation', 'Action', 'Fantasy']"
7692,"['Animation', 'Science Fiction', 'War', 'Action']"
7693,"['Comedy', 'Action', 'Adventure', 'Romance']"
7694,"['Drama', 'Science Fiction', 'Thriller']"
7695,"['Drama', 'War', 'History']"
7696,['Comedy']
