,genre_ids
2580,"['Fantasy', 'Action', 'Adventure', 'Drama']"
2581,['Comedy']
2582,['Western']
2583,['Drama']
2584,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']"
2585,"['Comedy', 'Action', 'Adventure']"
2586,"['Western', 'Action', 'Thriller', 'Crime']"
2587,"['Fantasy', 'Horror', 'Action']"
2588,"['Comedy', 'Drama']"
2589,"['Science Fiction', 'Action', 'Adventure']"
2590,"['Drama', 'War', 'History', 'Adventure', 'Romance']"
2591,"['Action', 'Horror']"
2592,"['Crime', 'Drama']"
2593,"['Action', 'Science Fiction']"
2594,"['Drama', 'War', 'History']"
2595,"['Family', 'Comedy', 'Fantasy']"
2596,"['Drama', 'War', 'Romance']"
2597,"['Horror', 'Mystery']"
2598,"['Adventure', 'Fantasy', 'Drama']"
2599,"['Fantasy', 'Adventure', 'Family', 'Action']"
2600,"['Drama', 'Fantasy', 'Romance']"
2601,"['Comedy', 'Horror', 'Thriller']"
2602,"['Thriller', 'Science Fiction', 'Mystery']"
2603,"['Science Fiction', 'Horror']"
2604,"['Action', 'Thriller', 'Drama']"
2605,"['Drama', 'Comedy']"
2606,['Drama']
2607,"['Adventure', 'Fantasy', 'Romance', 'Family']"
2608,"['Action', 'Comedy', 'Crime']"
2609,['Comedy']
2610,"['Crime', 'Drama', 'Thriller']"
2611,['Comedy']
2612,"['Horror', 'Mystery', 'Thriller']"
2613,"['Drama', 'Crime']"
2614,"['Horror', 'Mystery', 'Thriller']"
2615,"['Horror', 'Drama', 'Thriller']"
2616,"['Action', 'Drama', 'Thriller']"
2617,"['Romance', 'Drama', 'Comedy']"
2618,"['Horror', 'Thriller']"
2619,"['Action', 'Thriller', 'Science Fiction']"
2620,"['Comedy', 'Crime']"
2621,['Drama']
2622,"['Action', 'Crime', 'Thriller']"
2623,"['Comedy', 'Romance']"
2624,"['Comedy', 'Crime']"
2625,"['Fantasy', 'Adventure']"
2626,"['Comedy', 'Romance', 'Drama']"
2627,"['Fantasy', 'Adventure']"
2628,"['Drama', 'Action']"
2629,"['Drama', 'Fantasy']"
2630,"['Drama', 'Thriller', 'Comedy']"
2631,"['Comedy', 'Romance']"
2632,"['Action', 'Crime', 'Comedy', 'Adventure']"
2633,"['Action', 'Drama', 'Romance']"
2634,"['Drama', 'Romance']"
2635,"['Romance', 'Drama', 'History']"
2636,['Horror']
2637,"['Comedy', 'Drama', 'Romance']"
2638,"['Horror', 'Action', 'Thriller', 'Crime']"
2639,"['Drama', 'Thriller', 'Crime']"
2640,"['Romance', 'Drama']"
2641,"['Science Fiction', 'Action', 'Thriller']"
2642,"['Action', 'Comedy', 'War']"
2643,"['Adventure', 'Action', 'Thriller', 'Crime']"
2644,"['Animation', 'Comedy']"
2645,['Science Fiction']
2646,['Romance']
2647,"['Action', 'Crime']"
2648,"['Horror', 'Mystery']"
2649,"['Action', 'Thriller']"
2650,"['Mystery', 'Thriller', 'Crime', 'Horror']"
2651,"['Horror', 'Thriller']"
2652,"['Animation', 'Family']"
2653,"['Crime', 'Thriller']"
2654,"['Drama', 'Comedy']"
2655,"['Drama', 'Thriller']"
2656,"['Animation', 'Action', 'Family']"
2657,"['Animation', 'Comedy', 'Family', 'Fantasy']"
2658,"['Action', 'Fantasy', 'Thriller']"
2659,"['Crime', 'Drama', 'Western']"
2660,"['Action', 'Thriller']"
2661,"['Action', 'Thriller']"
2662,"['Comedy', 'Romance']"
2663,"['Comedy', 'Drama', 'Music', 'Romance']"
2664,"['Action', 'Thriller']"
2665,"['Romance', 'Comedy', 'Drama']"
2666,"['Thriller', 'Horror']"
2667,"['Fantasy', 'Adventure', 'Action']"
2668,"['Action', 'Fantasy']"
2669,"['Thriller', 'Drama']"
2670,"['History', 'Music', 'Drama']"
2671,['Drama']
2672,"['Drama', 'Thriller', 'Crime', 'Adventure']"
2673,['Drama']
2674,['Horror']
2675,"['Drama', 'Crime']"
2676,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
2677,['Comedy']
2678,"['Fantasy', 'Action']"
2679,"['Drama', 'Romance']"
2680,"['Drama', 'Romance']"
2681,"['Adventure', 'Comedy', 'Family']"
2682,"['Action', 'Drama']"
2683,"['Drama', 'Comedy']"
2684,"['Romance', 'Drama']"
2685,"['Horror', 'Thriller']"
2686,"['Romance', 'Comedy']"
2687,"['Action', 'Crime', 'Science Fiction']"
2688,"['Comedy', 'Crime', 'Drama']"
2689,"['Action', 'Comedy', 'Drama', 'Thriller']"
2690,"['Thriller', 'Crime']"
2691,"['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']"
2692,"['Action', 'Drama', 'Mystery', 'Thriller']"
2693,['Action']
2694,"['Thriller', 'Action', 'Crime']"
2695,"['Fantasy', 'Comedy', 'Family']"
2696,"['Thriller', 'Animation', 'Action', 'Comedy', 'Horror', 'Mystery']"
2697,"['Romance', 'Comedy']"
2698,"['Drama', 'Thriller', 'Crime']"
2699,['Western']
2700,"['Romance', 'Comedy']"
2701,"['Drama', 'Thriller', 'Crime']"
2702,['Western']
2703,"['Comedy', 'Drama']"
2704,"['Science Fiction', 'Action', 'Drama', 'Thriller']"
2705,"['Thriller', 'Drama', 'Romance']"
2706,"['Animation', 'Action', 'Science Fiction']"
2707,"['Family', 'Comedy']"
2708,"['Science Fiction', 'Action', 'Thriller']"
2709,"['Crime', 'Drama', 'Mystery', 'Thriller']"
2710,"['Comedy', 'Romance']"
2711,"['Drama', 'Thriller', 'Crime']"
2712,"['Adventure', 'Western']"
2713,"['Comedy', 'Drama']"
2714,"['Horror', 'Thriller']"
2715,['Drama']
2716,"['Horror', 'Comedy', 'Fantasy']"
2717,"['Drama', 'Romance']"
2718,"['Drama', 'Thriller']"
2719,"['Thriller', 'Science Fiction']"
2720,"['Horror', 'Science Fiction']"
2721,['Comedy']
2722,"['Adventure', 'Drama', 'Western']"
2723,"['Family', 'Action', 'Fantasy', 'Comedy']"
2724,"['Science Fiction', 'Action', 'Drama', 'Thriller']"
2725,"['Adventure', 'Comedy', 'Drama']"
2726,"['Action', 'Comedy', 'Crime', 'Thriller']"
2727,"['Crime', 'Action', 'Thriller', 'Drama']"
2728,"['Adventure', 'Drama', 'Action', 'History']"
2729,"['Animation', 'Science Fiction', 'Family']"
2730,"['Horror', 'Mystery']"
2731,"['Horror', 'Thriller', 'Science Fiction']"
2732,"['Science Fiction', 'Action', 'Animation', 'Adventure']"
2733,"['Comedy', 'Thriller', 'Romance']"
2734,"['Action', 'Crime', 'Science Fiction']"
2735,"['Family', 'Fantasy', 'Adventure']"
2736,"['Mystery', 'Drama', 'Romance', 'Thriller']"
2737,"['Comedy', 'Fantasy', 'Music', 'Romance']"
2738,['Thriller']
2739,"['Crime', 'Mystery', 'Thriller']"
2740,"['Crime', 'Mystery', 'Thriller']"
2741,"['Drama', 'Mystery', 'Thriller', 'Western']"
2742,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
2743,['Action']
2744,"['Thriller', 'Drama', 'Romance']"
2745,"['Action', 'Drama']"
2746,"['Action', 'Crime', 'Drama']"
2747,"['Action', 'Animation', 'Fantasy']"
2748,"['Adventure', 'Drama', 'Horror']"
2749,"['Science Fiction', 'Action', 'Thriller']"
2750,['Drama']
2751,"['Science Fiction', 'Crime', 'Action']"
2752,['Science Fiction']
2753,"['Action', 'Adventure', 'Drama', 'Romance']"
2754,['Action']
2755,['Drama']
2756,"['Action', 'Thriller', 'Science Fiction']"
2757,"['Crime', 'Drama', 'Thriller']"
2758,"['Drama', 'Action']"
2759,['Comedy']
2760,"['Crime', 'Drama']"
2761,['Documentary']
2762,['Horror']
2763,"['Adventure', 'Action', 'Thriller', 'War']"
2764,['Drama']
2765,"['Comedy', 'Romance', 'Fantasy']"
2766,"['Science Fiction', 'Adventure', 'Mystery']"
2767,"['Drama', 'Thriller']"
2768,['Horror']
2769,"['Action', 'Animation', 'Fantasy']"
2770,"['Action', 'Science Fiction', 'Adventure']"
2771,"['Thriller', 'Action']"
2772,"['Thriller', 'Mystery']"
2773,"['Adventure', 'Action', 'Thriller']"
2774,"['Action', 'Crime', 'Drama', 'History', 'Thriller']"
2775,"['Family', 'Comedy', 'Adventure', 'Animation']"
2776,"['Family', 'Comedy', 'Fantasy']"
2777,"['Drama', 'Romance']"
2778,['Drama']
2779,['Thriller']
2780,['Comedy']
2781,"['Crime', 'Drama']"
2782,['Drama']
2783,"['Horror', 'Thriller']"
2784,"['Action', 'Crime']"
2785,"['Adventure', 'Fantasy', 'Action']"
2786,"['Romance', 'Drama']"
2787,"['Comedy', 'Action']"
2788,"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Family']"
2789,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']"
2790,"['Drama', 'Crime']"
2791,"['Animation', 'Action', 'Fantasy']"
2792,"['Comedy', 'Family', 'TV Movie']"
2793,"['Horror', 'Drama', 'Fantasy']"
2794,"['Animation', 'Family']"
2795,"['Action', 'Thriller', 'Science Fiction', 'Crime', 'Horror']"
2796,"['Thriller', 'Horror', 'Mystery']"
2797,"['Horror', 'Thriller', 'Drama']"
2798,"['Thriller', 'Drama']"
2799,"['Family', 'Animation']"
2800,"['Crime', 'Thriller']"
2801,"['Action', 'Comedy']"
2802,"['Action', 'Thriller', 'Crime', 'Adventure']"
2803,['Romance']
2804,['']
2805,"['Drama', 'Crime']"
2806,"['Thriller', 'Drama', 'Romance']"
2807,"['Family', 'Comedy', 'Fantasy']"
2808,"['Action', 'Thriller']"
2809,"['Comedy', 'Adventure', 'Action']"
2810,"['Action', 'Fantasy', 'Horror']"
2811,"['Animation', 'Adventure', 'Comedy', 'Family']"
2812,"['Adventure', 'Fantasy', 'Action']"
2813,"['Comedy', 'Drama']"
2814,"['Comedy', 'Adventure']"
2815,"['Drama', 'Romance', 'War']"
2816,"['Family', 'Adventure', 'Drama']"
2817,"['Action', 'Drama', 'Thriller']"
2818,"['Thriller', 'Action', 'Crime', 'Drama']"
2819,['Drama']
2820,['Horror']
2821,"['Thriller', 'Drama', 'Horror']"
2822,"['Comedy', 'Family']"
2823,"['Thriller', 'Action', 'Drama', 'Crime']"
2824,"['Western', 'Comedy']"
2825,"['Comedy', 'Family', 'Fantasy']"
2826,"['Mystery', 'Thriller']"
2827,"['Drama', 'Music', 'History']"
2828,"['Horror', 'Mystery']"
2829,"['Adventure', 'Drama']"
2830,"['Crime', 'Drama', 'Thriller', 'Mystery']"
2831,"['Action', 'Adventure', 'Fantasy']"
2832,"['Thriller', 'Drama', 'Horror']"
2833,"['Crime', 'Comedy', 'Adventure']"
2834,['Horror']
2835,"['Comedy', 'Romance']"
2836,"['Animation', 'Fantasy', 'Drama']"
2837,"['Animation', 'Family', 'Adventure', 'Fantasy']"
2838,"['Music', 'Comedy', 'Drama']"
2839,"['Comedy', 'Animation', 'Family']"
2840,"['Music', 'Comedy', 'Drama']"
2841,"['Comedy', 'Animation', 'Family']"
2842,"['Romance', 'Drama', 'Comedy']"
2843,"['Animation', 'Comedy', 'Family']"
2844,"['Romance', 'Comedy', 'Fantasy']"
2845,"['Mystery', 'Thriller']"
2846,"['Thriller', 'Science Fiction']"
2847,"['Action', 'Science Fiction', 'Thriller']"
2848,"['Horror', 'Mystery', 'Thriller']"
2849,['Science Fiction']
2850,"['Horror', 'Drama']"
2851,"['Drama', 'Thriller']"
2852,"['Thriller', 'Horror']"
2853,"['Action', 'Fantasy', 'Adventure']"
2854,"['Animation', 'Drama', 'Family']"
2855,"['Action', 'Science Fiction']"
2856,"['Comedy', 'Horror']"
2857,"['Action', 'Comedy', 'Crime']"
2858,"['Adventure', 'Action', 'Thriller']"
2859,"['Drama', 'History', 'War']"
2860,"['Horror', 'Thriller']"
2861,"['Horror', 'Thriller']"
2862,"['Horror', 'Thriller']"
2863,"['Action', 'Science Fiction', 'Thriller']"
2864,"['Drama', 'Romance']"
2865,"['Horror', 'Thriller']"
2866,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']"
2867,"['Drama', 'Science Fiction']"
2868,"['Romance', 'Comedy']"
2869,"['Horror', 'Comedy']"
2870,"['Action', 'Adventure', 'Science Fiction']"
2871,['Romance']
2872,"['Action', 'Adventure', 'Science Fiction']"
2873,"['Drama', 'Action', 'War']"
2874,"['Drama', 'Thriller']"
2875,"['Comedy', 'Drama', 'Romance']"
2876,"['Adventure', 'Family', 'Drama']"
2877,"['Comedy', 'Fantasy', 'Romance']"
2878,['Horror']
2879,"['Comedy', 'Drama']"
2880,"['Drama', 'Adventure', 'Western']"
2881,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
2882,"['Family', 'Fantasy', 'Comedy']"
2883,['Western']
2884,"['History', 'Drama', 'Action']"
2885,"['Comedy', 'Music', 'Romance']"
2886,"['Crime', 'Drama', 'Thriller']"
2887,"['Drama', 'War']"
2888,['Western']
2889,"['Action', 'Crime', 'Thriller']"
2890,"['Science Fiction', 'Action', 'Adventure', 'Family']"
2891,"['Comedy', 'Fantasy', 'Romance']"
2892,['Comedy']
2893,"['Action', 'Comedy']"
2894,"['Adventure', 'Drama', 'Action', 'Fantasy']"
2895,"['Action', 'Adventure', 'Comedy']"
2896,"['Adventure', 'Drama', 'Family']"
2897,"['Action', 'Mystery', 'Thriller', 'Horror']"
2898,"['Action', 'Comedy', 'Mystery']"
2899,"['Horror', 'Thriller', 'Mystery']"
2900,"['Horror', 'Drama', 'Mystery']"
2901,"['Thriller', 'Horror']"
2902,"['Comedy', 'Romance']"
2903,['Drama']
2904,"['Crime', 'Horror', 'Mystery']"
2905,"['Animation', 'Science Fiction']"
2906,"['Adventure', 'Fantasy', 'Action']"
2907,"['Crime', 'Drama', 'Romance']"
2908,"['Horror', 'Thriller']"
2909,"['Horror', 'Thriller']"
2910,"['Horror', 'Thriller']"
2911,"['Action', 'Science Fiction', 'Thriller']"
2912,"['Drama', 'Romance']"
2913,"['Horror', 'Thriller']"
2914,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']"
2915,"['Drama', 'Science Fiction']"
2916,"['Romance', 'Comedy']"
2917,"['Action', 'Thriller']"
2918,"['Horror', 'Comedy']"
2919,"['Action', 'Adventure', 'Science Fiction']"
2920,"['Drama', 'Comedy', 'Crime']"
2921,['Drama']
2922,"['Drama', 'Comedy']"
2923,"['Animation', 'Family', 'Adventure', 'Fantasy']"
2924,"['Drama', 'Comedy', 'Mystery']"
2925,"['Action', 'Crime', 'Drama']"
2926,"['Action', 'Thriller', 'Adventure']"
2927,"['Comedy', 'Horror']"
2928,"['Action', 'Adventure', 'Family', 'Fantasy']"
2929,"['Crime', 'Comedy', 'Mystery', 'Drama']"
2930,"['Adventure', 'Action', 'Comedy']"
2931,"['Science Fiction', 'Drama']"
2932,"['Romance', 'Comedy', 'Music']"
2933,"['Family', 'Comedy', 'Drama']"
2934,"['Comedy', 'Romance']"
2935,"['Thriller', 'History', 'Drama', 'Action']"
2936,"['Drama', 'Romance']"
2937,"['Romance', 'Science Fiction']"
2938,"['Action', 'Animation', 'Crime', 'Mystery', 'Drama']"
2939,['Drama']
2940,"['Thriller', 'Mystery', 'Drama']"
2941,"['Adventure', 'Comedy', 'Crime']"
2942,['Comedy']
2943,"['Drama', 'Crime', 'Thriller']"
2944,"['Thriller', 'Mystery']"
2945,"['Crime', 'Drama']"
2946,"['Horror', 'Mystery', 'Thriller']"
2947,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']"
2948,"['Action', 'Crime', 'Thriller']"
2949,"['Animation', 'Family']"
2950,"['Action', 'Thriller', 'Drama']"
2951,"['Thriller', 'Crime', 'Mystery']"
2952,"['Action', 'Comedy', 'Horror']"
2953,"['Action', 'Drama', 'Thriller']"
2954,"['Action', 'Adventure', 'Crime']"
2955,"['Action', 'Comedy', 'War']"
2956,"['Comedy', 'Horror', 'Romance']"
2957,"['Science Fiction', 'Horror']"
2958,"['Thriller', 'Crime', 'Drama']"
2959,"['Action', 'Thriller', 'Drama']"
2960,"['Romance', 'Comedy', 'Drama', 'Crime']"
2961,"['Horror', 'Action', 'Thriller', 'Crime']"
2962,"['Animation', 'Drama', 'Family']"
2963,"['Fantasy', 'Family', 'Animation', 'Adventure']"
2964,"['Adventure', 'Action', 'Comedy']"
2965,['Comedy']
2966,"['Comedy', 'Fantasy', 'Romance']"
2967,"['Comedy', 'Romance']"
2968,['Horror']
2969,"['Drama', 'Thriller']"
2970,"['Action', 'Thriller', 'Crime']"
2971,['Drama']
2972,['Thriller']
2973,"['Drama', 'Romance']"
2974,"['Drama', 'Romance']"
2975,['Comedy']
2976,"['Comedy', 'Crime', 'Drama']"
2977,"['Horror', 'Thriller', 'Mystery', 'Science Fiction']"
2978,"['Science Fiction', 'Action', 'Thriller']"
2979,"['Animation', 'Drama']"
2980,"['Comedy', 'Drama']"
2981,"['Drama', 'Comedy']"
2982,"['Crime', 'Drama']"
2983,"['Comedy', 'Adventure', 'Family', 'Fantasy']"
2984,"['War', 'Action', 'Drama', 'History']"
2985,"['Drama', 'Romance', 'War']"
2986,"['Mystery', 'Thriller', 'Adventure']"
2987,"['Crime', 'History', 'Thriller']"
2988,"['Science Fiction', 'Thriller', 'Drama']"
2989,"['Adventure', 'Animation', 'Fantasy']"
2990,['Drama']
2991,"['Drama', 'Romance']"
2992,"['Drama', 'Thriller', 'Action', 'Crime']"
2993,"['Horror', 'Fantasy', 'Thriller']"
2994,"['Family', 'Fantasy', 'Animation', 'Adventure']"
2995,"['Action', 'Thriller', 'Drama']"
2996,['Documentary']
2997,"['Family', 'Animation', 'Adventure', 'Fantasy']"
2998,"['Comedy', 'Romance']"
2999,"['Drama', 'Horror']"
3000,['Comedy']
3001,"['Crime', 'Drama']"
3002,"['Crime', 'Drama', 'Action']"
3003,"['Crime', 'Drama']"
3004,['Drama']
3005,"['Action', 'Thriller', 'Adventure', 'Crime']"
3006,"['Horror', 'Thriller']"
3007,"['Family', 'Adventure', 'Drama']"
3008,"['Crime', 'Thriller', 'Mystery']"
3009,['Drama']
3010,"['Drama', 'Romance', 'War']"
3011,"['Comedy', 'Adventure', 'Fantasy']"
3012,"['Drama', 'Adventure', 'Western']"
3013,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
3014,"['Family', 'Fantasy', 'Comedy']"
3015,['Western']
3016,"['History', 'Drama', 'Action']"
3017,"['Comedy', 'Music', 'Romance']"
3018,"['Drama', 'War']"
3019,"['Action', 'Crime', 'Thriller']"
3020,"['Comedy', 'Drama']"
3021,"['Drama', 'Horror', 'Thriller']"
3022,"['Horror', 'Mystery']"
3023,"['Comedy', 'Adventure']"
3024,"['Action', 'Thriller', 'Drama']"
3025,['Comedy']
3026,['Comedy']
3027,"['Horror', 'Thriller']"
3028,"['Horror', 'Comedy']"
3029,"['Animation', 'Family', 'Fantasy']"
3030,"['Animation', 'Fantasy', 'Family']"
3031,"['Comedy', 'Romance', 'Crime']"
3032,"['Comedy', 'Adventure', 'Fantasy']"
3033,"['Action', 'Adventure']"
3034,"['Science Fiction', 'Action', 'Adventure']"
3035,"['Action', 'Thriller', 'Drama']"
3036,"['Documentary', 'Family']"
3037,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']"
3038,"['Romance', 'Comedy']"
3039,"['Horror', 'Thriller']"
3040,"['Drama', 'Thriller', 'Horror', 'Comedy', 'Mystery']"
3041,"['Action', 'Drama', 'Thriller']"
3042,"['Action', 'Crime', 'Drama', 'Thriller']"
3043,"['Mystery', 'Horror']"
3044,"['Drama', 'TV Movie']"
3045,"['Drama', 'Romance']"
3046,"['Horror', 'Mystery']"
3047,"['Family', 'Fantasy', 'Action', 'Adventure']"
3048,"['Drama', 'Romance']"
3049,"['Animation', 'Comedy', 'Family']"
3050,"['Drama', 'Thriller']"
3051,"['Comedy', 'Crime', 'Action', 'Drama']"
3052,"['Romance', 'Science Fiction']"
3053,"['Adventure', 'Action', 'Thriller']"
3054,"['Action', 'Comedy']"
3055,"['Drama', 'Romance']"
3056,"['Documentary', 'Family']"
3057,"['Horror', 'Science Fiction', 'Action']"
3058,"['Horror', 'Drama', 'Thriller']"
3059,"['Drama', 'Thriller']"
3060,"['Crime', 'Drama', 'Thriller']"
3061,"['Horror', 'Mystery', 'Thriller']"
3062,"['Crime', 'Drama', 'Thriller']"
3063,"['Horror', 'Fantasy', 'Thriller']"
3064,"['Animation', 'Family', 'Romance']"
3065,"['Adventure', 'Family', 'Drama', 'Animation']"
3066,"['Action', 'Drama', 'Thriller']"
3067,"['Comedy', 'Fantasy']"
3068,"['Family', 'Animation', 'Adventure', 'Comedy']"
3069,['Romance']
3070,"['Adventure', 'Action', 'Horror', 'Science Fiction']"
3071,"['Drama', 'Crime']"
3072,"['Drama', 'Horror']"
3073,"['Drama', 'Thriller']"
3074,"['Action', 'Thriller', 'Drama']"
3075,"['Drama', 'Romance']"
3076,"['Action', 'Thriller', 'Crime']"
3077,"['Drama', 'Thriller']"
3078,"['Drama', 'Horror', 'Thriller']"
3079,"['Action', 'Crime', 'Thriller']"
3080,"['Comedy', 'Drama']"
3081,['Drama']
3082,['Comedy']
3083,"['Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure']"
3084,"['Family', 'Comedy']"
3085,"['Thriller', 'Mystery', 'Drama']"
3086,"['Comedy', 'Drama']"
3087,"['Horror', 'Science Fiction']"
3088,"['Drama', 'Romance']"
3089,"['Animation', 'Comedy', 'Action', 'Family']"
3090,"['Comedy', 'Romance']"
3091,['Drama']
3092,"['Drama', 'History', 'War']"
3093,"['Drama', 'Crime']"
3094,"['Action', 'Crime', 'Thriller']"
3095,"['Drama', 'Romance']"
3096,['Animation']
3097,"['Animation', 'Family', 'TV Movie', 'Adventure', 'Comedy', 'Fantasy']"
3098,"['Comedy', 'Romance']"
3099,"['Crime', 'Drama', 'Thriller']"
3100,"['Crime', 'Drama', 'Thriller']"
3101,"['Comedy', 'Drama']"
3102,"['Comedy', 'Romance']"
3103,"['Animation', 'Action']"
3104,"['Mystery', 'Thriller', 'Crime']"
3105,"['War', 'Thriller', 'Drama']"
3106,"['Comedy', 'Romance']"
3107,"['Family', 'Animation']"
3108,"['Drama', 'Thriller', 'Crime']"
3109,['Drama']
3110,"['Adventure', 'Science Fiction', 'Family', 'Fantasy']"
3111,"['Drama', 'Thriller', 'Horror']"
3112,"['Horror', 'Mystery']"
3113,"['Comedy', 'Family']"
3114,"['Drama', 'Romance']"
3115,"['Comedy', 'Adventure', 'Drama']"
3116,['Comedy']
3117,"['Drama', 'Romance']"
3118,"['Adventure', 'Action']"
3119,"['Drama', 'Comedy', 'History']"
3120,['Comedy']
3121,"['Drama', 'History']"
3122,"['Animation', 'Adventure', 'Family']"
3123,"['Action', 'Animation', 'Fantasy']"
3124,['Drama']
3125,"['Comedy', 'Romance']"
3126,"['Action', 'Thriller']"
3127,['Drama']
3128,"['Comedy', 'War']"
3129,"['Thriller', 'Mystery', 'Crime']"
3130,"['Romance', 'Horror', 'Comedy', 'Thriller']"
3131,"['Drama', 'Comedy', 'Romance']"
3132,"['Thriller', 'Horror', 'Mystery']"
3133,"['Comedy', 'Romance', 'Fantasy']"
3134,['Drama']
3135,"['Thriller', 'Mystery']"
3136,['Comedy']
3137,"['Mystery', 'Crime', 'Thriller']"
3138,"['Romance', 'Adventure', 'Science Fiction', 'Drama']"
3139,"['Music', 'Comedy', 'Action', 'Crime']"
3140,"['Crime', 'Comedy', 'Mystery', 'Drama']"
3141,"['Crime', 'Drama', 'Mystery']"
3142,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Family']"
3143,"['Mystery', 'Thriller', 'Crime']"
3144,"['Action', 'Thriller', 'Adventure']"
3145,"['Western', 'Thriller']"
3146,"['Horror', 'Mystery']"
3147,"['Crime', 'Mystery', 'Thriller']"
3148,"['Animation', 'Family', 'Fantasy']"
3149,"['Adventure', 'Action', 'Thriller']"
3150,['Drama']
3151,"['Adventure', 'Family', 'Drama', 'Comedy']"
3152,"['Action', 'Adventure', 'Fantasy']"
3153,"['Drama', 'Romance', 'War']"
3154,['Horror']
3155,"['Adventure', 'Family', 'Science Fiction']"
3156,"['Horror', 'Mystery', 'Thriller']"
3157,"['Comedy', 'Horror']"
3158,"['Science Fiction', 'Drama', 'Action', 'TV Movie']"
3159,"['Thriller', 'Crime', 'Drama']"
3160,['Drama']
3161,"['Horror', 'Comedy']"
3162,"['Action', 'Adventure', 'Fantasy', 'Animation']"
3163,"['Action', 'Thriller']"
3164,"['Thriller', 'Crime', 'Mystery']"
3165,"['Drama', 'Thriller', 'Mystery']"
3166,"['Horror', 'Drama', 'Thriller']"
3167,"['Drama', 'Thriller']"
3168,"['Horror', 'Thriller']"
3169,"['Animation', 'Adventure', 'Family', 'Fantasy']"
3170,"['Comedy', 'Action', 'Science Fiction']"
3171,['Drama']
3172,['Drama']
3173,"['Science Fiction', 'Action', 'Adventure']"
3174,"['Drama', 'War']"
3175,"['Animation', 'Family', 'Comedy']"
